user_id,create_time,content,sms_type
id018,2020-0320 15:00:00,hello,receive
id018,2020-0320 15:00:00,hello,send
id019,2020-0320 15:00:00,hello,send
id019,2020-0320 15:00:00,hello,send
id020,2020-0320 15:00:00,hello,receive
id021,2020-0320 15:00:00,hello,send
id021,2020-0320 15:00:00,hello,receive
id022,2020-0320 15:00:00,hello,send
id022,2020-0320 15:00:00,hello,send
id022,2020-0320 15:00:00,hello,send
id022,2020-0320 15:00:00,hello,receive
id022,2020-0320 15:00:00,hello,receive
id023,2020-0320 15:00:00,hello,receive
id023,2020-0320 15:00:00,hello,send
id023,2020-0320 15:00:00,hello,receive
id023,2020-0320 15:00:00,hello,send
id024,2020-0320 15:00:00,hello,send
id025,2020-0320 15:00:00,hello,send
id025,2020-0320 15:00:00,hello,send
id025,2020-0320 15:00:00,hello,receive
id025,2020-0320 15:00:00,hello,receive
id026,2020-0320 15:00:00,hello,send
id027,2020-0320 15:00:00,hello,receive
id028,2020-0320 15:00:00,hello,send
id028,2020-0320 15:00:00,hello,send
id028,2020-0320 15:00:00,hello,receive
id028,2020-0320 15:00:00,hello,send
id029,2020-0320 15:00:00,hello,send
id029,2020-0320 15:00:00,hello,send
id029,2020-0320 15:00:00,hello,receive
id029,2020-0320 15:00:00,hello,receive
id029,2020-0320 15:00:00,hello,receive
id030,2020-0320 15:00:00,hello,send
id030,2020-0320 15:00:00,hello,send
id030,2020-0320 15:00:00,hello,send
id031,2020-0320 15:00:00,hello,send
id031,2020-0320 15:00:00,hello,send
id032,2020-0320 15:00:00,hello,send
id033,2020-0320 15:00:00,hello,send
id033,2020-0320 15:00:00,hello,receive
id033,2020-0320 15:00:00,hello,receive
id033,2020-0320 15:00:00,hello,receive
id033,2020-0320 15:00:00,hello,send
id034,2020-0320 15:00:00,hello,send
id034,2020-0320 15:00:00,hello,send
id035,2020-0320 15:00:00,hello,receive
id035,2020-0320 15:00:00,hello,receive
id036,2020-0320 15:00:00,hello,receive
id037,2020-0320 15:00:00,hello,receive
id037,2020-0320 15:00:00,hello,receive
id038,2020-0320 15:00:00,hello,send
id038,2020-0320 15:00:00,hello,receive
id038,2020-0320 15:00:00,hello,receive
id039,2020-0320 15:00:00,hello,receive
id040,2020-0320 15:00:00,hello,send
id040,2020-0320 15:00:00,hello,receive
id041,2020-0320 15:00:00,hello,send
id041,2020-0320 15:00:00,hello,send
id041,2020-0320 15:00:00,hello,send
id041,2020-0320 15:00:00,hello,send
id042,2020-0320 15:00:00,hello,receive
id043,2020-0320 15:00:00,hello,receive
id043,2020-0320 15:00:00,hello,send
id043,2020-0320 15:00:00,hello,receive
id044,2020-0320 15:00:00,hello,send
id045,2020-0320 15:00:00,hello,receive
id045,2020-0320 15:00:00,hello,send
id045,2020-0320 15:00:00,hello,receive
id045,2020-0320 15:00:00,hello,send
id045,2020-0320 15:00:00,hello,receive
id046,2020-0320 15:00:00,hello,receive
id046,2020-0320 15:00:00,hello,send
id047,2020-0320 15:00:00,hello,send
id047,2020-0320 15:00:00,hello,receive
id047,2020-0320 15:00:00,hello,send
id048,2020-0320 15:00:00,hello,receive
id048,2020-0320 15:00:00,hello,receive
id048,2020-0320 15:00:00,hello,send
id048,2020-0320 15:00:00,hello,send
id048,2020-0320 15:00:00,hello,send
id049,2020-0320 15:00:00,hello,receive
id050,2020-0320 15:00:00,hello,send
id050,2020-0320 15:00:00,hello,send
id051,2020-0320 15:00:00,hello,receive
id052,2020-0320 15:00:00,hello,send
id052,2020-0320 15:00:00,hello,send
id052,2020-0320 15:00:00,hello,receive
id053,2020-0320 15:00:00,hello,send
id053,2020-0320 15:00:00,hello,receive
id053,2020-0320 15:00:00,hello,receive
id054,2020-0320 15:00:00,hello,receive
id054,2020-0320 15:00:00,hello,receive
id055,2020-0320 15:00:00,hello,receive
id056,2020-0320 15:00:00,hello,send
id056,2020-0320 15:00:00,hello,send
id056,2020-0320 15:00:00,hello,receive
id056,2020-0320 15:00:00,hello,send
id056,2020-0320 15:00:00,hello,send
id057,2020-0320 15:00:00,hello,receive
id057,2020-0320 15:00:00,hello,receive
id057,2020-0320 15:00:00,hello,send
id057,2020-0320 15:00:00,hello,receive
id058,2020-0320 15:00:00,hello,send
id059,2020-0320 15:00:00,hello,receive
id059,2020-0320 15:00:00,hello,receive
id059,2020-0320 15:00:00,hello,send
id060,2020-0320 15:00:00,hello,receive
id060,2020-0320 15:00:00,hello,receive
id060,2020-0320 15:00:00,hello,receive
id061,2020-0320 15:00:00,hello,send
id061,2020-0320 15:00:00,hello,receive
id061,2020-0320 15:00:00,hello,send
id062,2020-0320 15:00:00,hello,receive
id062,2020-0320 15:00:00,hello,receive
id063,2020-0320 15:00:00,hello,send
id063,2020-0320 15:00:00,hello,send
id063,2020-0320 15:00:00,hello,send
id064,2020-0320 15:00:00,hello,send
id064,2020-0320 15:00:00,hello,send
id065,2020-0320 15:00:00,hello,send
id065,2020-0320 15:00:00,hello,send
id066,2020-0320 15:00:00,hello,receive
id066,2020-0320 15:00:00,hello,send
id067,2020-0320 15:00:00,hello,receive
id067,2020-0320 15:00:00,hello,send
id068,2020-0320 15:00:00,hello,send
id068,2020-0320 15:00:00,hello,send
id069,2020-0320 15:00:00,hello,send
id069,2020-0320 15:00:00,hello,send
id069,2020-0320 15:00:00,hello,send
id069,2020-0320 15:00:00,hello,send
id070,2020-0320 15:00:00,hello,receive
id070,2020-0320 15:00:00,hello,receive
id071,2020-0320 15:00:00,hello,send
id072,2020-0320 15:00:00,hello,receive
id072,2020-0320 15:00:00,hello,send
id073,2020-0320 15:00:00,hello,send
id074,2020-0320 15:00:00,hello,receive
id074,2020-0320 15:00:00,hello,send
id074,2020-0320 15:00:00,hello,receive
id075,2020-0320 15:00:00,hello,receive
id076,2020-0320 15:00:00,hello,send
id077,2020-0320 15:00:00,hello,receive
id078,2020-0320 15:00:00,hello,send
id079,2020-0320 15:00:00,hello,send
id080,2020-0320 15:00:00,hello,receive
id081,2020-0320 15:00:00,hello,receive
id081,2020-0320 15:00:00,hello,send
id082,2020-0320 15:00:00,hello,send
id082,2020-0320 15:00:00,hello,receive
id083,2020-0320 15:00:00,hello,send
id083,2020-0320 15:00:00,hello,receive
id083,2020-0320 15:00:00,hello,send
id083,2020-0320 15:00:00,hello,send
id083,2020-0320 15:00:00,hello,receive
id084,2020-0320 15:00:00,hello,receive
id084,2020-0320 15:00:00,hello,receive
id085,2020-0320 15:00:00,hello,send
id085,2020-0320 15:00:00,hello,receive
id085,2020-0320 15:00:00,hello,receive
id085,2020-0320 15:00:00,hello,send
id085,2020-0320 15:00:00,hello,send
id086,2020-0320 15:00:00,hello,send
id087,2020-0320 15:00:00,hello,send
id087,2020-0320 15:00:00,hello,send
id087,2020-0320 15:00:00,hello,send
id087,2020-0320 15:00:00,hello,send
id087,2020-0320 15:00:00,hello,send
id088,2020-0320 15:00:00,hello,receive
id088,2020-0320 15:00:00,hello,send
id088,2020-0320 15:00:00,hello,receive
id088,2020-0320 15:00:00,hello,send
id089,2020-0320 15:00:00,hello,send
id090,2020-0320 15:00:00,hello,receive
id091,2020-0320 15:00:00,hello,send
id091,2020-0320 15:00:00,hello,send
id091,2020-0320 15:00:00,hello,send
id092,2020-0320 15:00:00,hello,receive
id093,2020-0320 15:00:00,hello,receive
id094,2020-0320 15:00:00,hello,receive
id094,2020-0320 15:00:00,hello,receive
id094,2020-0320 15:00:00,hello,send
id094,2020-0320 15:00:00,hello,send
id094,2020-0320 15:00:00,hello,send
id095,2020-0320 15:00:00,hello,receive
id095,2020-0320 15:00:00,hello,send
id095,2020-0320 15:00:00,hello,receive
id095,2020-0320 15:00:00,hello,receive
id096,2020-0320 15:00:00,hello,receive
id097,2020-0320 15:00:00,hello,receive
id097,2020-0320 15:00:00,hello,send
id098,2020-0320 15:00:00,hello,send
id098,2020-0320 15:00:00,hello,receive
id099,2020-0320 15:00:00,hello,receive
id100,2020-0320 15:00:00,hello,receive
id100,2020-0320 15:00:00,hello,send
id100,2020-0320 15:00:00,hello,receive
id100,2020-0320 15:00:00,hello,receive
id100,2020-0320 15:00:00,hello,send
id101,2020-0320 15:00:00,hello,send
id102,2020-0320 15:00:00,hello,send
id102,2020-0320 15:00:00,hello,send
id102,2020-0320 15:00:00,hello,send
id102,2020-0320 15:00:00,hello,receive
id102,2020-0320 15:00:00,hello,receive
id103,2020-0320 15:00:00,hello,receive
id104,2020-0320 15:00:00,hello,receive
id104,2020-0320 15:00:00,hello,send
id104,2020-0320 15:00:00,hello,send
id105,2020-0320 15:00:00,hello,send
id105,2020-0320 15:00:00,hello,receive
id106,2020-0320 15:00:00,hello,receive
id106,2020-0320 15:00:00,hello,send
id106,2020-0320 15:00:00,hello,send
id106,2020-0320 15:00:00,hello,receive
id106,2020-0320 15:00:00,hello,send
id107,2020-0320 15:00:00,hello,send
id107,2020-0320 15:00:00,hello,send
id107,2020-0320 15:00:00,hello,receive
id107,2020-0320 15:00:00,hello,send
id108,2020-0320 15:00:00,hello,send
id108,2020-0320 15:00:00,hello,receive
id108,2020-0320 15:00:00,hello,send
id108,2020-0320 15:00:00,hello,receive
id108,2020-0320 15:00:00,hello,send
id109,2020-0320 15:00:00,hello,receive
id109,2020-0320 15:00:00,hello,send
id110,2020-0320 15:00:00,hello,receive
id111,2020-0320 15:00:00,hello,send
id111,2020-0320 15:00:00,hello,send
id111,2020-0320 15:00:00,hello,send
id112,2020-0320 15:00:00,hello,receive
id113,2020-0320 15:00:00,hello,send
id113,2020-0320 15:00:00,hello,receive
id114,2020-0320 15:00:00,hello,receive
id114,2020-0320 15:00:00,hello,receive
id114,2020-0320 15:00:00,hello,send
id114,2020-0320 15:00:00,hello,send
id115,2020-0320 15:00:00,hello,receive
id115,2020-0320 15:00:00,hello,receive
id115,2020-0320 15:00:00,hello,send
id115,2020-0320 15:00:00,hello,receive
id116,2020-0320 15:00:00,hello,receive
id116,2020-0320 15:00:00,hello,receive
id117,2020-0320 15:00:00,hello,receive
id117,2020-0320 15:00:00,hello,receive
id118,2020-0320 15:00:00,hello,send
id119,2020-0320 15:00:00,hello,receive
id119,2020-0320 15:00:00,hello,send
id119,2020-0320 15:00:00,hello,receive
id119,2020-0320 15:00:00,hello,receive
id119,2020-0320 15:00:00,hello,send
id120,2020-0320 15:00:00,hello,receive
id120,2020-0320 15:00:00,hello,send
id120,2020-0320 15:00:00,hello,send
id120,2020-0320 15:00:00,hello,receive
id120,2020-0320 15:00:00,hello,receive
id121,2020-0320 15:00:00,hello,send
id121,2020-0320 15:00:00,hello,send
id121,2020-0320 15:00:00,hello,send
id121,2020-0320 15:00:00,hello,send
id122,2020-0320 15:00:00,hello,receive
id123,2020-0320 15:00:00,hello,send
id123,2020-0320 15:00:00,hello,receive
id123,2020-0320 15:00:00,hello,send
id124,2020-0320 15:00:00,hello,send
id125,2020-0320 15:00:00,hello,send
id125,2020-0320 15:00:00,hello,send
id125,2020-0320 15:00:00,hello,receive
id125,2020-0320 15:00:00,hello,receive
id125,2020-0320 15:00:00,hello,send
id126,2020-0320 15:00:00,hello,send
id126,2020-0320 15:00:00,hello,send
id126,2020-0320 15:00:00,hello,send
id127,2020-0320 15:00:00,hello,send
id127,2020-0320 15:00:00,hello,receive
id127,2020-0320 15:00:00,hello,send
id127,2020-0320 15:00:00,hello,send
id127,2020-0320 15:00:00,hello,receive
id128,2020-0320 15:00:00,hello,send
id128,2020-0320 15:00:00,hello,receive
id128,2020-0320 15:00:00,hello,receive
id128,2020-0320 15:00:00,hello,receive
id129,2020-0320 15:00:00,hello,receive
id130,2020-0320 15:00:00,hello,send
id130,2020-0320 15:00:00,hello,send
id130,2020-0320 15:00:00,hello,receive
id130,2020-0320 15:00:00,hello,send
id130,2020-0320 15:00:00,hello,receive
id131,2020-0320 15:00:00,hello,send
id131,2020-0320 15:00:00,hello,send
id131,2020-0320 15:00:00,hello,receive
id131,2020-0320 15:00:00,hello,send
id132,2020-0320 15:00:00,hello,send
id132,2020-0320 15:00:00,hello,send
id132,2020-0320 15:00:00,hello,send
id132,2020-0320 15:00:00,hello,send
id132,2020-0320 15:00:00,hello,receive
id133,2020-0320 15:00:00,hello,receive
id133,2020-0320 15:00:00,hello,send
id134,2020-0320 15:00:00,hello,send
id134,2020-0320 15:00:00,hello,receive
id135,2020-0320 15:00:00,hello,send
id135,2020-0320 15:00:00,hello,receive
id136,2020-0320 15:00:00,hello,send
id137,2020-0320 15:00:00,hello,receive
id137,2020-0320 15:00:00,hello,send
id137,2020-0320 15:00:00,hello,send
id137,2020-0320 15:00:00,hello,receive
id138,2020-0320 15:00:00,hello,send
id138,2020-0320 15:00:00,hello,receive
id138,2020-0320 15:00:00,hello,receive
id138,2020-0320 15:00:00,hello,receive
id139,2020-0320 15:00:00,hello,receive
id139,2020-0320 15:00:00,hello,receive
id140,2020-0320 15:00:00,hello,send
id140,2020-0320 15:00:00,hello,send
id140,2020-0320 15:00:00,hello,receive
id140,2020-0320 15:00:00,hello,send
id140,2020-0320 15:00:00,hello,send
id141,2020-0320 15:00:00,hello,receive
id141,2020-0320 15:00:00,hello,receive
id142,2020-0320 15:00:00,hello,send
id142,2020-0320 15:00:00,hello,send
id143,2020-0320 15:00:00,hello,receive
id143,2020-0320 15:00:00,hello,send
id143,2020-0320 15:00:00,hello,receive
id143,2020-0320 15:00:00,hello,send
id143,2020-0320 15:00:00,hello,send
id144,2020-0320 15:00:00,hello,receive
id144,2020-0320 15:00:00,hello,receive
id145,2020-0320 15:00:00,hello,send
id145,2020-0320 15:00:00,hello,send
id145,2020-0320 15:00:00,hello,receive
id145,2020-0320 15:00:00,hello,receive
id146,2020-0320 15:00:00,hello,receive
id146,2020-0320 15:00:00,hello,receive
id146,2020-0320 15:00:00,hello,receive
id147,2020-0320 15:00:00,hello,send
id148,2020-0320 15:00:00,hello,receive
id148,2020-0320 15:00:00,hello,receive
id149,2020-0320 15:00:00,hello,receive
id149,2020-0320 15:00:00,hello,receive
id149,2020-0320 15:00:00,hello,send
id149,2020-0320 15:00:00,hello,receive
id150,2020-0320 15:00:00,hello,receive
id150,2020-0320 15:00:00,hello,receive
id150,2020-0320 15:00:00,hello,send
id151,2020-0320 15:00:00,hello,send
id151,2020-0320 15:00:00,hello,send
id151,2020-0320 15:00:00,hello,receive
id152,2020-0320 15:00:00,hello,send
id153,2020-0320 15:00:00,hello,receive
id153,2020-0320 15:00:00,hello,receive
id153,2020-0320 15:00:00,hello,receive
id153,2020-0320 15:00:00,hello,receive
id154,2020-0320 15:00:00,hello,receive
id154,2020-0320 15:00:00,hello,receive
id155,2020-0320 15:00:00,hello,receive
id155,2020-0320 15:00:00,hello,send
id155,2020-0320 15:00:00,hello,send
id155,2020-0320 15:00:00,hello,receive
id155,2020-0320 15:00:00,hello,send
id156,2020-0320 15:00:00,hello,receive
id156,2020-0320 15:00:00,hello,send
id156,2020-0320 15:00:00,hello,send
id157,2020-0320 15:00:00,hello,send
id157,2020-0320 15:00:00,hello,receive
id157,2020-0320 15:00:00,hello,receive
id157,2020-0320 15:00:00,hello,send
id157,2020-0320 15:00:00,hello,send
id158,2020-0320 15:00:00,hello,send
id159,2020-0320 15:00:00,hello,receive
id160,2020-0320 15:00:00,hello,receive
id161,2020-0320 15:00:00,hello,send
id162,2020-0320 15:00:00,hello,send
id162,2020-0320 15:00:00,hello,receive
id163,2020-0320 15:00:00,hello,send
id163,2020-0320 15:00:00,hello,send
id163,2020-0320 15:00:00,hello,receive
id163,2020-0320 15:00:00,hello,receive
id163,2020-0320 15:00:00,hello,receive
id164,2020-0320 15:00:00,hello,receive
id164,2020-0320 15:00:00,hello,receive
id164,2020-0320 15:00:00,hello,receive
id164,2020-0320 15:00:00,hello,receive
id165,2020-0320 15:00:00,hello,receive
id165,2020-0320 15:00:00,hello,send
id165,2020-0320 15:00:00,hello,send
id165,2020-0320 15:00:00,hello,receive
id165,2020-0320 15:00:00,hello,send
id166,2020-0320 15:00:00,hello,receive
id166,2020-0320 15:00:00,hello,receive
id166,2020-0320 15:00:00,hello,receive
id166,2020-0320 15:00:00,hello,receive
id166,2020-0320 15:00:00,hello,send
id167,2020-0320 15:00:00,hello,send
id167,2020-0320 15:00:00,hello,send
id167,2020-0320 15:00:00,hello,send
id167,2020-0320 15:00:00,hello,send
id167,2020-0320 15:00:00,hello,receive
id168,2020-0320 15:00:00,hello,receive
id168,2020-0320 15:00:00,hello,send
id168,2020-0320 15:00:00,hello,send
id168,2020-0320 15:00:00,hello,receive
id169,2020-0320 15:00:00,hello,send
id169,2020-0320 15:00:00,hello,send
id169,2020-0320 15:00:00,hello,receive
id169,2020-0320 15:00:00,hello,receive
id170,2020-0320 15:00:00,hello,send
id170,2020-0320 15:00:00,hello,receive
id171,2020-0320 15:00:00,hello,receive
id171,2020-0320 15:00:00,hello,send
id171,2020-0320 15:00:00,hello,send
id171,2020-0320 15:00:00,hello,send
id171,2020-0320 15:00:00,hello,receive
id172,2020-0320 15:00:00,hello,receive
id173,2020-0320 15:00:00,hello,send
id173,2020-0320 15:00:00,hello,send
id173,2020-0320 15:00:00,hello,receive
id173,2020-0320 15:00:00,hello,send
id173,2020-0320 15:00:00,hello,send
id174,2020-0320 15:00:00,hello,send
id174,2020-0320 15:00:00,hello,send
id174,2020-0320 15:00:00,hello,send
id175,2020-0320 15:00:00,hello,receive
id175,2020-0320 15:00:00,hello,send
id175,2020-0320 15:00:00,hello,receive
id175,2020-0320 15:00:00,hello,send
id175,2020-0320 15:00:00,hello,send
id176,2020-0320 15:00:00,hello,receive
id176,2020-0320 15:00:00,hello,receive
id176,2020-0320 15:00:00,hello,send
id176,2020-0320 15:00:00,hello,receive
id176,2020-0320 15:00:00,hello,send
id177,2020-0320 15:00:00,hello,send
id177,2020-0320 15:00:00,hello,send
id177,2020-0320 15:00:00,hello,receive
id177,2020-0320 15:00:00,hello,receive
id178,2020-0320 15:00:00,hello,receive
id179,2020-0320 15:00:00,hello,send
id179,2020-0320 15:00:00,hello,send
id180,2020-0320 15:00:00,hello,receive
id180,2020-0320 15:00:00,hello,send
id180,2020-0320 15:00:00,hello,send
id180,2020-0320 15:00:00,hello,receive
id181,2020-0320 15:00:00,hello,send
id182,2020-0320 15:00:00,hello,receive
id182,2020-0320 15:00:00,hello,send
id182,2020-0320 15:00:00,hello,send
id182,2020-0320 15:00:00,hello,receive
id182,2020-0320 15:00:00,hello,send
id183,2020-0320 15:00:00,hello,receive
id183,2020-0320 15:00:00,hello,receive
id183,2020-0320 15:00:00,hello,receive
id184,2020-0320 15:00:00,hello,send
id185,2020-0320 15:00:00,hello,receive
id185,2020-0320 15:00:00,hello,receive
id185,2020-0320 15:00:00,hello,send
id186,2020-0320 15:00:00,hello,send
id186,2020-0320 15:00:00,hello,receive
id186,2020-0320 15:00:00,hello,send
id187,2020-0320 15:00:00,hello,receive
id187,2020-0320 15:00:00,hello,receive
id187,2020-0320 15:00:00,hello,send
id188,2020-0320 15:00:00,hello,send
id188,2020-0320 15:00:00,hello,send
id189,2020-0320 15:00:00,hello,receive
id189,2020-0320 15:00:00,hello,send
id189,2020-0320 15:00:00,hello,send
id189,2020-0320 15:00:00,hello,send
id189,2020-0320 15:00:00,hello,receive
id190,2020-0320 15:00:00,hello,send
id190,2020-0320 15:00:00,hello,send
id190,2020-0320 15:00:00,hello,send
id190,2020-0320 15:00:00,hello,receive
id191,2020-0320 15:00:00,hello,receive
id192,2020-0320 15:00:00,hello,receive
id192,2020-0320 15:00:00,hello,send
id192,2020-0320 15:00:00,hello,receive
id192,2020-0320 15:00:00,hello,send
id193,2020-0320 15:00:00,hello,receive
id193,2020-0320 15:00:00,hello,send
id193,2020-0320 15:00:00,hello,receive
id193,2020-0320 15:00:00,hello,send
id194,2020-0320 15:00:00,hello,receive
id194,2020-0320 15:00:00,hello,send
id195,2020-0320 15:00:00,hello,send
id195,2020-0320 15:00:00,hello,receive
id195,2020-0320 15:00:00,hello,receive
id195,2020-0320 15:00:00,hello,receive
id195,2020-0320 15:00:00,hello,send
id196,2020-0320 15:00:00,hello,send
id196,2020-0320 15:00:00,hello,send
id197,2020-0320 15:00:00,hello,send
id197,2020-0320 15:00:00,hello,receive
id197,2020-0320 15:00:00,hello,receive
id198,2020-0320 15:00:00,hello,receive
id199,2020-0320 15:00:00,hello,send
id199,2020-0320 15:00:00,hello,receive
id199,2020-0320 15:00:00,hello,receive
id200,2020-0320 15:00:00,hello,send
id200,2020-0320 15:00:00,hello,receive
id200,2020-0320 15:00:00,hello,receive
id201,2020-0320 15:00:00,hello,send
id201,2020-0320 15:00:00,hello,send
id201,2020-0320 15:00:00,hello,send
id202,2020-0320 15:00:00,hello,receive
id203,2020-0320 15:00:00,hello,receive
id203,2020-0320 15:00:00,hello,receive
id203,2020-0320 15:00:00,hello,receive
id203,2020-0320 15:00:00,hello,send
id204,2020-0320 15:00:00,hello,receive
id204,2020-0320 15:00:00,hello,send
id204,2020-0320 15:00:00,hello,send
id204,2020-0320 15:00:00,hello,receive
id205,2020-0320 15:00:00,hello,send
id205,2020-0320 15:00:00,hello,send
id205,2020-0320 15:00:00,hello,send
id206,2020-0320 15:00:00,hello,send
id207,2020-0320 15:00:00,hello,receive
id207,2020-0320 15:00:00,hello,send
id208,2020-0320 15:00:00,hello,send
id209,2020-0320 15:00:00,hello,send
id209,2020-0320 15:00:00,hello,send
id209,2020-0320 15:00:00,hello,send
id210,2020-0320 15:00:00,hello,receive
id210,2020-0320 15:00:00,hello,receive
id210,2020-0320 15:00:00,hello,send
id210,2020-0320 15:00:00,hello,receive
id210,2020-0320 15:00:00,hello,send
id211,2020-0320 15:00:00,hello,send
id212,2020-0320 15:00:00,hello,receive
id212,2020-0320 15:00:00,hello,send
id213,2020-0320 15:00:00,hello,receive
id213,2020-0320 15:00:00,hello,receive
id213,2020-0320 15:00:00,hello,send
id213,2020-0320 15:00:00,hello,send
id213,2020-0320 15:00:00,hello,send
id214,2020-0320 15:00:00,hello,send
id214,2020-0320 15:00:00,hello,receive
id214,2020-0320 15:00:00,hello,send
id215,2020-0320 15:00:00,hello,receive
id215,2020-0320 15:00:00,hello,send
id215,2020-0320 15:00:00,hello,send
id215,2020-0320 15:00:00,hello,receive
id215,2020-0320 15:00:00,hello,receive
id216,2020-0320 15:00:00,hello,receive
id216,2020-0320 15:00:00,hello,receive
id216,2020-0320 15:00:00,hello,receive
id216,2020-0320 15:00:00,hello,receive
id217,2020-0320 15:00:00,hello,receive
id217,2020-0320 15:00:00,hello,send
id217,2020-0320 15:00:00,hello,send
id217,2020-0320 15:00:00,hello,receive
id217,2020-0320 15:00:00,hello,receive
id218,2020-0320 15:00:00,hello,receive
id218,2020-0320 15:00:00,hello,receive
id218,2020-0320 15:00:00,hello,send
id219,2020-0320 15:00:00,hello,send
id219,2020-0320 15:00:00,hello,send
id220,2020-0320 15:00:00,hello,send
id220,2020-0320 15:00:00,hello,send
id220,2020-0320 15:00:00,hello,send
id221,2020-0320 15:00:00,hello,send
id221,2020-0320 15:00:00,hello,receive
id221,2020-0320 15:00:00,hello,send
id221,2020-0320 15:00:00,hello,send
id221,2020-0320 15:00:00,hello,send
id222,2020-0320 15:00:00,hello,receive
id222,2020-0320 15:00:00,hello,send
id222,2020-0320 15:00:00,hello,receive
id223,2020-0320 15:00:00,hello,send
id224,2020-0320 15:00:00,hello,receive
id225,2020-0320 15:00:00,hello,receive
id225,2020-0320 15:00:00,hello,send
id226,2020-0320 15:00:00,hello,send
id226,2020-0320 15:00:00,hello,send
id226,2020-0320 15:00:00,hello,receive
id226,2020-0320 15:00:00,hello,send
id226,2020-0320 15:00:00,hello,receive
id227,2020-0320 15:00:00,hello,receive
id227,2020-0320 15:00:00,hello,receive
id228,2020-0320 15:00:00,hello,send
id229,2020-0320 15:00:00,hello,receive
id229,2020-0320 15:00:00,hello,send
id230,2020-0320 15:00:00,hello,receive
id230,2020-0320 15:00:00,hello,send
id230,2020-0320 15:00:00,hello,receive
id230,2020-0320 15:00:00,hello,receive
id230,2020-0320 15:00:00,hello,receive
id231,2020-0320 15:00:00,hello,receive
id232,2020-0320 15:00:00,hello,send
id232,2020-0320 15:00:00,hello,send
id233,2020-0320 15:00:00,hello,send
id233,2020-0320 15:00:00,hello,send
id233,2020-0320 15:00:00,hello,receive
id234,2020-0320 15:00:00,hello,receive
id234,2020-0320 15:00:00,hello,receive
id234,2020-0320 15:00:00,hello,receive
id235,2020-0320 15:00:00,hello,send
id235,2020-0320 15:00:00,hello,receive
id235,2020-0320 15:00:00,hello,send
id235,2020-0320 15:00:00,hello,receive
id235,2020-0320 15:00:00,hello,receive
id236,2020-0320 15:00:00,hello,receive
id236,2020-0320 15:00:00,hello,receive
id237,2020-0320 15:00:00,hello,send
id237,2020-0320 15:00:00,hello,send
id237,2020-0320 15:00:00,hello,receive
id237,2020-0320 15:00:00,hello,send
id237,2020-0320 15:00:00,hello,send
id238,2020-0320 15:00:00,hello,send
id238,2020-0320 15:00:00,hello,send
id238,2020-0320 15:00:00,hello,receive
id238,2020-0320 15:00:00,hello,send
id239,2020-0320 15:00:00,hello,send
id239,2020-0320 15:00:00,hello,receive
id239,2020-0320 15:00:00,hello,receive
id240,2020-0320 15:00:00,hello,receive
id240,2020-0320 15:00:00,hello,receive
id240,2020-0320 15:00:00,hello,receive
id240,2020-0320 15:00:00,hello,send
id240,2020-0320 15:00:00,hello,send
id241,2020-0320 15:00:00,hello,send
id241,2020-0320 15:00:00,hello,send
id242,2020-0320 15:00:00,hello,send
id243,2020-0320 15:00:00,hello,send
id243,2020-0320 15:00:00,hello,receive
id243,2020-0320 15:00:00,hello,send
id243,2020-0320 15:00:00,hello,receive
